id,name,account,card,features,news
110,Falvo,"{'id': 117, 'number': '00001-29', 'agency': '9999', 'balance': 0.0, 'limit': 4110.0}","{'id': 109, 'number': '**** **** **** 1139', 'limit': 3420.0}",[],"[{'id': 440, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 441, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1066, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Falvo, pensando mais a longo prazo, a valorização de fatores subjetivos promove a alavancagem das direções preferenciais no sentido do progresso. '}]"
111,Gustavo Guanabara,"{'id': 118, 'number': '00001-30', 'agency': '9999', 'balance': 0.0, 'limit': 3110.0}","{'id': 110, 'number': '**** **** **** 1140', 'limit': 2420.0}",[],"[{'id': 442, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 443, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1067, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gustavo Guanabara, desta maneira, a consulta aos diversos militantes desafia a capacidade de equalização dos conhecimentos estratégicos para atingir a excelência. '}]"
113,Laura Caixão,"{'id': 120, 'number': '00001-31', 'agency': '001', 'balance': 0.0, 'limit': 500.0}","{'id': 111, 'number': '**** **** **** 4002', 'limit': 3000.0}",[],"[{'id': 444, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 445, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1068, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Laura Caixão, o empenho em analisar o surgimento do comércio virtual nos obriga à análise do impacto na agilidade decisória. '}]"
114,Marcos,"{'id': 121, 'number': '111-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 112, 'number': '**** **** **** 9861', 'limit': 1000.0}",[],"[{'id': 446, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 447, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1069, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcos, podemos já vislumbrar o modo pelo qual a mobilidade dos capitais internacionais é uma das consequências da gestão inovadora da qual fazemos parte. '}, {'id': 1299, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje. Colha amanhã.'}]"
115,Jorge,"{'id': 122, 'number': '323-3', 'agency': '0002', 'balance': 0.0, 'limit': 500.0}","{'id': 113, 'number': '**** **** **** 1232', 'limit': 1000.0}",[],"[{'id': 448, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 449, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1070, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jorge, a nível organizacional, a estrutura atual da organização desafia a capacidade de equalização do investimento em reciclagem técnica. '}, {'id': 1300, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}]"
118,Marcio,"{'id': 124, 'number': '000001-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 115, 'number': '*** *** *** 111', 'limit': 1000.0}",[],"[{'id': 450, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 451, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1071, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcio, o que temos que ter sempre em mente é que o surgimento do comércio virtual nos obriga à análise dos procedimentos normalmente adotados. '}]"
119,Pablo,"{'id': 125, 'number': '000022-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 116, 'number': '*** *** *** 222', 'limit': 1000.0}",[],"[{'id': 452, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 453, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1072, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pablo, assim mesmo, o surgimento do comércio virtual afeta positivamente a correta previsão dos relacionamentos verticais entre as hierarquias. '}]"
120,Joao,"{'id': 126, 'number': '0001-0', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 117, 'number': '**** **** 1111 1111', 'limit': 1500.0}",[],"[{'id': 454, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 455, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1073, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Joao, podemos já vislumbrar o modo pelo qual a crescente influência da mídia agrega valor ao estabelecimento de alternativas às soluções ortodoxas. '}]"
121,Carlos,"{'id': 127, 'number': '0011-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 118, 'number': '**** **** 1111 2121', 'limit': 1500.0}",[],"[{'id': 456, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 457, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1074, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Carlos, neste sentido, a determinação clara de objetivos facilita a criação das direções preferenciais no sentido do progresso. '}]"
122,Claudia,"{'id': 128, 'number': '0012-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 119, 'number': '**** **** 1111 2222', 'limit': 1500.0}",[],"[{'id': 458, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 459, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1075, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Claudia, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a estrutura atual da organização deve passar por modificações independentemente das condições financeiras e administrativas exigidas. '}]"
123,Fernando,"{'id': 129, 'number': '0022-2', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 120, 'number': '**** **** 2121 2222', 'limit': 1500.0}",[],"[{'id': 460, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 461, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1076, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fernando, é claro que a necessidade de renovação processual prepara-nos para enfrentar situações atípicas decorrentes de alternativas às soluções ortodoxas. '}]"
124,Jose,"{'id': 130, 'number': '0022-3', 'agency': '0011', 'balance': 0.0, 'limit': 1000.0}","{'id': 121, 'number': '**** **** 2222 2222', 'limit': 1500.0}",[],"[{'id': 462, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 463, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1077, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jose, caros amigos, a crescente influência da mídia talvez venha a ressaltar a relatividade do impacto na agilidade decisória. '}]"
125,Diego,"{'id': 131, 'number': '100001-1', 'agency': '1001-', 'balance': 0.0, 'limit': 1000.0}","{'id': 122, 'number': '**** **** **** 7821', 'limit': 1000.0}","[{'id': 45, 'icon': 'string', 'description': 'string'}]","[{'id': 93, 'icon': 'string', 'description': 'string'}, {'id': 464, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 465, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1078, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Diego, por conseguinte, o consenso sobre a necessidade de qualificação faz parte de um processo de gerenciamento de alternativas às soluções ortodoxas. '}]"
127,Ingrid,"{'id': 133, 'number': '10022-1', 'agency': '1001', 'balance': 0.0, 'limit': 1000.0}","{'id': 124, 'number': '**** **** **** 7891', 'limit': 1000.0}","[{'id': 47, 'icon': 'string', 'description': 'string'}]","[{'id': 95, 'icon': 'string', 'description': 'string'}, {'id': 466, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 467, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1079, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ingrid, assim mesmo, a complexidade dos estudos efetuados talvez venha a ressaltar a relatividade das diversas correntes de pensamento. '}]"
128,Olga,"{'id': 134, 'number': '10025-1', 'agency': '1001', 'balance': 0.0, 'limit': 1000.0}","{'id': 125, 'number': '**** **** **** 7889', 'limit': 1000.0}","[{'id': 48, 'icon': 'string', 'description': 'string'}]","[{'id': 96, 'icon': 'string', 'description': 'string'}, {'id': 468, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 469, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1080, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olga, no mundo atual, a mobilidade dos capitais internacionais faz parte de um processo de gerenciamento do processo de comunicação como um todo. '}]"
129,Pablo,"{'id': 135, 'number': '00001-5', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 126, 'number': '**** **** **** 1995', 'limit': 100.0}","[{'id': 49, 'icon': 'string', 'description': 'string'}]","[{'id': 97, 'icon': 'string', 'description': 'string'}, {'id': 470, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 471, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1081, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pablo, desta maneira, a constante divulgação das informações exige a precisão e a definição dos paradigmas corporativos. '}]"
130,Marcio J,"{'id': 136, 'number': '00025-5', 'agency': '0001', 'balance': 0.0, 'limit': 20.0}","{'id': 127, 'number': '**** **** **** 2000', 'limit': 10000.0}","[{'id': 50, 'icon': 'string', 'description': 'string'}]","[{'id': 98, 'icon': 'string', 'description': 'string'}, {'id': 472, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 473, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1082, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcio J, no mundo atual, o julgamento imparcial das eventualidades causa impacto indireto na reavaliação do impacto na agilidade decisória. '}]"
132,Duquesa,"{'id': 137, 'number': '00045-5', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 129, 'number': '**** **** **** 1024', 'limit': 1500.0}","[{'id': 51, 'icon': 'string', 'description': 'string'}]","[{'id': 99, 'icon': 'string', 'description': 'string'}, {'id': 474, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 475, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1083, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Duquesa, nunca é demais lembrar o peso e o significado destes problemas, uma vez que o desafiador cenário globalizado exige a precisão e a definição das direções preferenciais no sentido do progresso. '}]"
136,Simulacro,"{'id': 139, 'number': '18452-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 130, 'number': '**** **** 1313 1313', 'limit': 1300.0}",[],"[{'id': 476, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 477, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1084, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Simulacro, no mundo atual, a percepção das dificuldades não pode mais se dissociar do sistema de participação geral. '}]"
137,Simulacro,"{'id': 140, 'number': '18455-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 131, 'number': '**** **13 1313 1313', 'limit': 1300.0}",[],"[{'id': 478, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 479, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1085, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Simulacro, acima de tudo, é fundamental ressaltar que o fenômeno da internet não pode mais se dissociar dos níveis de motivação departamental. '}]"
138,Luis Inacio,"{'id': 141, 'number': '18413-0', 'agency': '3211', 'balance': 0.0, 'limit': 700.0}","{'id': 132, 'number': '**** **** 1113 1313', 'limit': 1300.0}",[],"[{'id': 480, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 481, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1086, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Luis Inacio, o cuidado em identificar pontos críticos na consolidação das estruturas nos obriga à análise das formas de ação. '}]"
139,Gabriel,"{'id': 142, 'number': '00036-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 133, 'number': '**** **** **** 1212', 'limit': 1000.0}",[],"[{'id': 482, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 483, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1087, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gabriel, o cuidado em identificar pontos críticos no aumento do diálogo entre os diferentes setores produtivos assume importantes posições no estabelecimento do impacto na agilidade decisória. '}]"
8,Carlos,"{'id': 256, 'number': '25984-3', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 243, 'number': '**** **** **** 5482', 'limit': 1000.0}",[],"[{'id': 484, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 485, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1088, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Carlos, ainda assim, existem dúvidas a respeito de como a consulta aos diversos militantes facilita a criação do levantamento das variáveis envolvidas. '}]"
